STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
ANDHRA PRADESH,PRAKASHAM,2010,0,10,5,0,0,0,23,0,0,0,7,45
ANDHRA PRADESH,PRAKASHAM,2011,0,9,38,0,1,0,0,0,0,1,1,50
ANDHRA PRADESH,PRAKASHAM,2012,7,25,27,0,2,1,0,0,0,2,89,153
ANDHRA PRADESH,PRAKASHAM,2013,3,35,36,0,0,1,1,0,1,0,57,134
ANDHRA PRADESH,RAJAHMUNDRY,2010,0,1,1,0,0,0,0,0,0,0,0,2
ANDHRA PRADESH,RAJAHMUNDRY,2011,1,6,23,0,0,0,0,0,0,0,5,35
ANDHRA PRADESH,RAJAHMUNDRY,2012,0,2,0,0,0,0,0,0,0,1,28,31
ANDHRA PRADESH,RAJAHMUNDRY,2013,0,10,2,0,0,1,0,0,0,0,9,22
ANDHRA PRADESH,RANGA REDDY,2001,2,3,0,0,0,0,1,0,0,2,1,9
ANDHRA PRADESH,RANGA REDDY,2002,3,3,0,0,0,0,2,0,0,0,0,8
ANDHRA PRADESH,RANGA REDDY,2003,0,0,0,0,0,0,0,0,0,0,2,2
ANDHRA PRADESH,RANGA REDDY,2004,0,4,1,0,0,0,2,0,0,1,0,8
ANDHRA PRADESH,RANGA REDDY,2005,0,0,0,0,0,0,0,0,0,2,0,2
ANDHRA PRADESH,RANGA REDDY,2006,0,0,0,0,0,0,0,0,0,1,0,1
ANDHRA PRADESH,RANGA REDDY,2007,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,RANGA REDDY,2008,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,RANGA REDDY,2009,2,0,0,0,0,0,0,0,0,0,0,2
ANDHRA PRADESH,RANGA REDDY,2010,3,4,0,0,0,0,0,0,0,0,3,10
ANDHRA PRADESH,RANGA REDDY,2011,1,3,0,0,0,0,0,0,0,0,11,15
ANDHRA PRADESH,RANGA REDDY,2012,2,1,1,0,0,0,0,0,0,1,16,21
ANDHRA PRADESH,RANGA REDDY,2013,5,21,13,0,0,0,0,0,0,1,6,46
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2006,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2010,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2011,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2012,0,1,0,0,0,0,0,0,0,0,0,1
ANDHRA PRADESH,SECUNDERABAD RLY.,2013,1,0,2,0,0,0,0,0,0,0,0,3
ANDHRA PRADESH,SRIKAKULAM,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2003,1,8,0,0,0,0,0,0,0,0,11,20
ANDHRA PRADESH,SRIKAKULAM,2004,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2005,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2006,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2007,3,3,5,0,0,0,0,0,0,0,3,14
ANDHRA PRADESH,SRIKAKULAM,2008,3,3,4,0,0,0,0,0,0,0,3,13
ANDHRA PRADESH,SRIKAKULAM,2009,2,1,4,0,0,0,0,0,0,0,4,11
ANDHRA PRADESH,SRIKAKULAM,2010,3,8,3,0,0,0,0,0,0,0,2,16
ANDHRA PRADESH,SRIKAKULAM,2011,5,12,6,0,0,0,0,0,0,0,1,24
ANDHRA PRADESH,SRIKAKULAM,2012,3,16,13,0,2,0,0,0,0,0,14,48
ANDHRA PRADESH,SRIKAKULAM,2013,2,18,15,0,2,0,0,0,0,1,32,70
ANDHRA PRADESH,TIRUPATHI URBAN,2010,2,9,6,0,0,1,3,0,0,0,0,21
ANDHRA PRADESH,TIRUPATHI URBAN,2011,3,3,6,0,0,0,3,0,0,0,1,16
ANDHRA PRADESH,TIRUPATHI URBAN,2012,2,2,4,0,0,0,0,0,0,1,2,11
ANDHRA PRADESH,TIRUPATHI URBAN,2013,1,2,8,0,0,0,0,0,0,0,0,11
ANDHRA PRADESH,TOTAL,2001,35,84,57,0,7,22,12,0,0,6,47,270
ANDHRA PRADESH,TOTAL,2002,43,137,86,0,13,5,9,1,0,6,33,333
ANDHRA PRADESH,TOTAL,2003,119,383,373,0,3,36,46,0,1,4,498,1463
ANDHRA PRADESH,TOTAL,2004,71,363,396,0,2,26,60,0,0,4,406,1328
ANDHRA PRADESH,TOTAL,2005,57,315,332,1,4,99,48,9,2,9,74,950
ANDHRA PRADESH,TOTAL,2006,61,412,498,5,11,89,35,5,6,17,247,1386
ANDHRA PRADESH,TOTAL,2007,76,363,609,0,6,35,37,0,11,21,341,1499
ANDHRA PRADESH,TOTAL,2008,64,412,433,2,7,49,48,1,2,19,284,1321
ANDHRA PRADESH,TOTAL,2009,77,416,632,6,13,77,28,1,1,0,468,1719
ANDHRA PRADESH,TOTAL,2010,69,446,581,1,9,55,82,0,3,0,577,1823
ANDHRA PRADESH,TOTAL,2011,101,646,735,7,11,53,106,0,2,15,537,2213
ANDHRA PRADESH,TOTAL,2012,113,613,781,1,21,49,30,0,4,29,633,2274
ANDHRA PRADESH,TOTAL,2013,87,770,1014,7,14,43,40,0,2,16,576,2576
ANDHRA PRADESH,VIJAYAWADA,2001,5,8,4,0,0,0,0,0,0,0,6,23
ANDHRA PRADESH,VIJAYAWADA,2002,1,7,4,0,0,0,0,0,0,0,0,12
ANDHRA PRADESH,VIJAYAWADA,2003,6,6,22,0,0,1,0,0,0,0,22,57
ANDHRA PRADESH,VIJAYAWADA,2004,1,5,15,0,0,0,0,0,0,0,11,32
ANDHRA PRADESH,VIJAYAWADA,2005,3,2,21,0,0,0,0,0,0,0,9,35
ANDHRA PRADESH,VIJAYAWADA CITY,2006,2,14,32,0,0,10,0,0,0,0,25,83
ANDHRA PRADESH,VIJAYAWADA CITY,2007,1,11,46,0,0,6,0,0,0,1,51,116
ANDHRA PRADESH,VIJAYAWADA CITY,2008,2,25,25,0,0,5,0,0,0,0,55,112
ANDHRA PRADESH,VIJAYAWADA CITY,2009,0,17,42,0,0,10,0,0,0,0,135,204
ANDHRA PRADESH,VIJAYAWADA CITY,2010,2,16,54,0,0,4,0,0,0,0,112,188
ANDHRA PRADESH,VIJAYAWADA CITY,2011,1,26,39,0,0,6,0,0,0,1,80,153
ANDHRA PRADESH,VIJAYAWADA CITY,2012,2,28,26,0,0,7,0,0,0,3,79,145
ANDHRA PRADESH,VIJAYAWADA CITY,2013,1,28,38,0,0,6,0,0,0,1,111,185
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,1,1,0,0,0,0,0,0,0,0,5
ANDHRA PRADESH,VIJAYAWADA RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2006,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,0,0,0,0,0,3,0,0,0,0,0,3
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2010,1,0,0,0,0,0,0,0,0,0,0,1
ANDHRA PRADESH,VIJAYAWADA RLY.,2011,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2013,0,0,1,0,0,4,0,0,0,0,1,6
ANDHRA PRADESH,VISAKHA RURAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2003,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2004,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2005,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2006,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2008,1,4,0,0,0,0,0,0,0,1,0,6
ANDHRA PRADESH,VISAKHA RURAL,2009,1,1,0,0,0,0,0,0,0,0,0,2
ANDHRA PRADESH,VISAKHA RURAL,2010,1,0,0,0,0,0,0,0,0,0,8,9
ANDHRA PRADESH,VISAKHA RURAL,2011,0,12,9,0,0,1,0,0,0,0,2,24
ANDHRA PRADESH,VISAKHA RURAL,2012,2,6,3,0,0,0,0,0,0,0,5,16
ANDHRA PRADESH,VISAKHA RURAL,2013,1,9,12,0,0,0,0,0,0,0,2,24
ANDHRA PRADESH,VISAKHAPATNAM,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,2003,2,6,15,0,0,0,0,0,0,0,0,23
ANDHRA PRADESH,VISAKHAPATNAM,2004,1,8,14,0,0,0,0,0,0,1,0,24
ANDHRA PRADESH,VISAKHAPATNAM,2005,1,10,23,0,0,0,0,0,0,0,0,34
ANDHRA PRADESH,VISAKHAPATNAM,2006,1,11,28,0,0,0,0,0,0,0,0,40
ANDHRA PRADESH,VISAKHAPATNAM,2007,1,4,27,0,0,0,0,0,0,0,0,32
ANDHRA PRADESH,VISAKHAPATNAM,2008,2,2,3,0,0,0,0,0,0,0,3,10
ANDHRA PRADESH,VISAKHAPATNAM,2009,2,12,14,0,0,0,0,0,0,0,0,28
ANDHRA PRADESH,VISAKHAPATNAM,2010,1,6,1,0,0,0,0,0,0,0,1,9
ANDHRA PRADESH,VISAKHAPATNAM,2011,4,9,7,0,0,0,0,0,0,0,0,20
ANDHRA PRADESH,VISAKHAPATNAM,2012,2,21,18,0,0,0,0,0,0,0,0,41
ANDHRA PRADESH,VISAKHAPATNAM,2013,2,33,54,0,0,0,0,0,0,0,3,92
ANDHRA PRADESH,VIZIANAGARAM,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2003,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2004,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2005,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2006,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2007,1,0,0,0,0,0,0,0,0,0,0,1
ANDHRA PRADESH,VIZIANAGARAM,2008,3,2,0,0,0,0,0,0,0,0,0,5
ANDHRA PRADESH,VIZIANAGARAM,2009,0,3,0,0,0,0,0,0,0,0,0,3
ANDHRA PRADESH,VIZIANAGARAM,2010,0,11,3,0,0,0,0,0,0,0,80,94
ANDHRA PRADESH,VIZIANAGARAM,2011,0,12,7,0,0,0,0,0,0,0,20,39
ANDHRA PRADESH,VIZIANAGARAM,2012,4,18,13,0,0,0,0,0,0,1,15,51
ANDHRA PRADESH,VIZIANAGARAM,2013,0,13,10,0,0,0,0,0,0,0,17,40
ANDHRA PRADESH,WARANGAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,2002,0,0,0,0,0,0,0,0,0,2,0,2
ANDHRA PRADESH,WARANGAL,2003,55,42,57,0,0,0,0,0,0,2,21,177
ANDHRA PRADESH,WARANGAL,2004,11,39,73,0,0,0,0,0,0,0,1,124
ANDHRA PRADESH,WARANGAL,2005,2,22,44,0,4,0,0,0,0,0,40,112
ANDHRA PRADESH,WARANGAL,2006,9,25,59,0,6,0,0,0,0,1,68,168
ANDHRA PRADESH,WARANGAL,2007,5,36,60,0,4,0,0,0,0,10,61,176
ANDHRA PRADESH,WARANGAL,2008,5,40,36,0,5,1,0,0,0,9,48,144
ANDHRA PRADESH,WARANGAL,2009,2,20,70,0,3,0,0,0,0,0,40,135
ANDHRA PRADESH,WARANGAL,2010,0,0,6,0,0,0,0,0,0,0,0,6
ANDHRA PRADESH,WARANGAL,2011,1,13,12,0,7,0,0,0,0,0,10,43
ANDHRA PRADESH,WARANGAL,2012,6,34,12,0,7,0,0,0,0,0,10,69
ANDHRA PRADESH,WARANGAL,2013,3,33,45,0,4,0,0,0,0,1,1,87
ANDHRA PRADESH,WARANGAL URBAN,2010,1,0,0,0,0,0,0,0,0,0,0,1
ANDHRA PRADESH,WARANGAL URBAN,2011,1,2,7,0,0,0,0,0,0,3,4,17
ANDHRA PRADESH,WARANGAL URBAN,2012,1,14,31,0,0,0,0,0,0,1,1,48
ANDHRA PRADESH,WARANGAL URBAN,2013,0,24,27,0,0,0,0,0,0,0,2,53
ANDHRA PRADESH,WEST GODAVARI,2001,1,6,0,0,0,0,2,0,0,0,0,9
ANDHRA PRADESH,WEST GODAVARI,2002,2,19,5,0,0,0,1,1,0,0,1,29
ANDHRA PRADESH,WEST GODAVARI,2003,1,33,13,0,0,0,0,0,0,0,1,48
ANDHRA PRADESH,WEST GODAVARI,2004,0,23,17,0,1,0,1,0,0,0,0,42
ANDHRA PRADESH,WEST GODAVARI,2005,1,18,6,0,0,0,1,0,0,0,0,26
ANDHRA PRADESH,WEST GODAVARI,2006,7,32,33,0,1,2,0,0,0,0,0,75
ANDHRA PRADESH,WEST GODAVARI,2007,5,27,66,0,0,0,0,0,0,0,0,98
ANDHRA PRADESH,WEST GODAVARI,2008,6,43,38,1,1,0,0,0,0,0,1,90
ANDHRA PRADESH,WEST GODAVARI,2009,6,49,51,0,0,0,0,1,0,0,7,114
ANDHRA PRADESH,WEST GODAVARI,2010,1,29,28,0,3,0,0,0,0,0,1,62
ANDHRA PRADESH,WEST GODAVARI,2011,3,29,9,0,0,0,5,0,0,0,18,64
ANDHRA PRADESH,WEST GODAVARI,2012,2,24,15,0,0,0,1,0,0,0,7,49
ANDHRA PRADESH,WEST GODAVARI,2013,8,41,48,0,0,0,0,0,1,1,17,116
ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,ANJAW,2010,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,ANJAW,2011,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,ANJAW,2012,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,ANJAW,2013,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2002,0,2,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,CHANGLANG,2003,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,CHANGLANG,2004,0,2,1,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,CHANGLANG,2005,0,0,3,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,CHANGLANG,2006,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,CHANGLANG,2007,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,CHANGLANG,2008,0,1,2,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,CHANGLANG,2009,0,3,2,0,0,0,0,0,0,0,0,5
ARUNACHAL PRADESH,CHANGLANG,2010,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2011,0,2,4,0,0,0,0,0,0,0,0,6
ARUNACHAL PRADESH,CHANGLANG,2012,0,1,2,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,CHANGLANG,2013,0,4,5,0,0,0,0,0,0,0,0,9
ARUNACHAL PRADESH,DIBANG VALLEY,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2003,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,DIBANG VALLEY,2004,0,1,0,0,0,0,0,0,0,0,2,3
ARUNACHAL PRADESH,DIBANG VALLEY,2005,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2006,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2008,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2009,0,1,1,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,DIBANG VALLEY,2010,0,2,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,DIBANG VALLEY,2011,0,2,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,DIBANG VALLEY,2012,0,2,3,0,0,0,0,0,0,0,0,5
ARUNACHAL PRADESH,DIBANG VALLEY,2013,0,0,1,0,0,0,0,0,0,0,2,3
ARUNACHAL PRADESH,K/KUMEY,2003,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2004,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2005,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,K/KUMEY,2006,0,0,2,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,K/KUMEY,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2008,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2009,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2010,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2011,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,K/KUMEY,2012,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2013,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2003,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2004,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2005,0,1,2,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,KAMENG EAST,2006,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2008,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2009,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,KAMENG EAST,2010,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,KAMENG EAST,2011,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,KAMENG EAST,2012,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,KAMENG EAST,2013,0,1,7,0,0,0,0,0,0,0,0,8
ARUNACHAL PRADESH,KAMENG WEST,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2003,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,KAMENG WEST,2004,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2005,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2006,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2008,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2009,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2010,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2011,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,KAMENG WEST,2012,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2013,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,LOHIT,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2003,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,LOHIT,2004,0,0,4,0,0,0,0,0,0,0,0,4
ARUNACHAL PRADESH,LOHIT,2005,0,1,1,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,LOHIT,2006,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,LOHIT,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2008,0,2,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,LOHIT,2009,0,1,3,0,0,0,0,0,0,0,0,4
ARUNACHAL PRADESH,LOHIT,2010,0,2,2,0,0,0,0,0,0,0,0,4
ARUNACHAL PRADESH,LOHIT,2011,0,1,2,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,LOHIT,2012,0,2,3,0,0,0,0,0,0,0,0,5
ARUNACHAL PRADESH,LOHIT,2013,0,7,14,0,0,0,0,0,0,0,0,21
ARUNACHAL PRADESH,LONGDING,2013,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2003,0,0,3,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,PAPUM PARE,2004,0,0,0,0,0,0,0,0,0,0,1,1
ARUNACHAL PRADESH,PAPUM PARE,2005,0,1,1,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,PAPUM PARE,2006,0,0,8,0,0,0,0,0,0,0,0,8
ARUNACHAL PRADESH,PAPUM PARE,2007,0,1,1,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,PAPUM PARE,2008,0,2,4,0,0,0,0,0,0,0,0,6
ARUNACHAL PRADESH,PAPUM PARE,2009,0,2,5,0,0,0,0,0,0,0,0,7
ARUNACHAL PRADESH,PAPUM PARE,2010,0,4,0,0,0,0,0,0,0,0,2,6
ARUNACHAL PRADESH,PAPUM PARE,2011,0,1,1,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,PAPUM PARE,2012,0,3,4,0,0,0,0,0,0,0,0,7
ARUNACHAL PRADESH,PAPUM PARE,2013,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,RURAL,2010,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,RURAL,2011,0,0,1,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,RURAL,2012,0,2,1,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,RURAL,2013,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG EAST,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG EAST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG EAST,2003,0,3,1,0,0,0,0,0,0,0,0,4
ARUNACHAL PRADESH,SIANG EAST,2004,0,3,0,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,SIANG EAST,2005,0,3,0,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,SIANG EAST,2006,0,0,4,0,0,0,0,0,0,0,0,4
ARUNACHAL PRADESH,SIANG EAST,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG EAST,2008,0,3,3,0,0,0,0,0,0,0,0,6
ARUNACHAL PRADESH,SIANG EAST,2009,0,5,4,0,0,0,0,0,0,0,0,9
ARUNACHAL PRADESH,SIANG EAST,2010,0,4,2,0,0,0,0,0,0,0,1,7
ARUNACHAL PRADESH,SIANG EAST,2011,0,7,1,0,0,0,0,0,0,0,0,8
ARUNACHAL PRADESH,SIANG EAST,2012,0,3,1,0,0,0,0,0,0,0,1,5
ARUNACHAL PRADESH,SIANG EAST,2013,0,8,5,0,0,0,0,0,0,0,2,15
ARUNACHAL PRADESH,SIANG UPPER,2001,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG UPPER,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG UPPER,2003,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,SIANG UPPER,2004,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,SIANG UPPER,2005,0,1,1,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,SIANG UPPER,2006,0,0,2,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,SIANG UPPER,2007,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG UPPER,2008,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG UPPER,2009,0,1,0,0,0,0,0,0,0,0,0,1
